LotArea,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,GarageCars,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,GarageYrBlt,BsmtFinSF1,OpenPorchSF,ExterQual,KitchenQual,BsmtQual,GarageQual,FireplaceQu,HeatingQC,NB_Blmngtn,NB_Blueste,NB_BrDale,NB_BrkSide,NB_ClearCr,NB_CollgCr,NB_Crawfor,NB_Edwards,NB_Gilbert,NB_IDOTRR,NB_MeadowV,NB_Mitchel,NB_NAmes,NB_NPkVill,NB_NWAmes,NB_NoRidge,NB_NridgHt,NB_OldTown,NB_SWISU,NB_Sawyer,NB_SawyerW,NB_Somerst,NB_StoneBr,NB_Timber,NB_Veenker,SalePrice,above_median
34650,5,1955,1955,1056,1056,2,1,5,0,0.0,1955.0,1056,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145000.0,0
4403,7,2009,2009,1470,1478,2,2,7,1,432.0,2009.0,578,144,5,4,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,222000.0,1
8960,5,1927,1950,1008,1028,2,1,5,1,0.0,1927.0,0,0,3,3,3,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,115000.0,0
11228,7,1993,1993,1080,2097,3,2,9,1,0.0,1993.0,50,187,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,228000.0,1
8899,7,2007,2007,1340,1340,2,2,6,0,0.0,2007.0,24,30,4,4,4,3,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,181134.0,1
7844,6,1978,1978,672,1400,2,1,6,1,203.0,1978.0,209,0,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,149500.0,0
22420,6,1918,1950,1370,2624,3,2,10,1,0.0,1918.0,1128,0,3,3,4,3,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,239000.0,1
8160,5,1940,1950,756,1134,1,1,7,0,0.0,1940.0,312,0,3,3,3,3,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,126000.0,0
8450,5,1968,1968,1056,1056,1,1,6,1,0.0,1968.0,775,85,3,3,3,3,2,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,142000.0,0
7060,7,1997,1998,1344,1344,4,2,8,0,200.0,1997.0,1309,0,3,3,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,206300.0,1
16635,6,1977,2000,1602,1602,2,2,8,1,126.0,1977.0,1246,0,4,4,4,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,215000.0,1
21750,5,1954,1954,988,988,2,1,4,0,0.0,1954.0,0,0,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,113000.0,0
9200,8,1998,1998,1470,2630,3,2,8,1,473.0,1998.0,986,66,4,4,4,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,315000.0,1
9000,6,1956,1956,1196,1196,1,1,6,1,74.0,1956.0,616,44,3,3,4,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,139000.0,0
3378,7,1946,1992,651,1389,1,1,6,2,0.0,1947.0,0,0,3,3,3,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,135000.0,0
12800,7,1989,1989,1518,1644,2,2,5,1,145.0,1989.0,1518,0,4,4,4,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,275000.0,1
8593,4,1957,1957,907,907,1,1,5,0,0.0,1964.0,288,0,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,109008.0,0
6762,7,2007,2007,1208,1208,2,2,6,0,108.0,2007.0,664,54,4,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195400.0,1
11457,6,1988,1988,1392,1412,2,2,6,1,0.0,1988.0,1005,0,3,4,4,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175000.0,1
1680,6,1971,1971,483,987,1,1,4,0,232.0,1971.0,387,0,3,3,3,3,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85400.0,0
5586,6,1920,1998,901,1198,0,1,7,0,0.0,1980.0,0,98,3,3,3,0,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,79900.0,0
1920,5,1971,1971,765,1365,2,1,6,0,376.0,1971.0,471,36,3,3,3,3,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122500.0,0
10839,6,1997,1998,926,1604,2,2,7,1,0.0,1997.0,0,36,3,3,4,3,3,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,181000.0,1
1890,4,1972,1972,630,630,0,1,3,0,0.0,1980.0,495,0,3,3,4,0,0,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81000.0,0
10667,7,1996,1996,799,1661,2,2,6,1,0.0,1996.0,385,61,4,4,4,3,3,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,212000.0,1
4400,6,1920,1950,648,1118,2,1,6,0,0.0,1990.0,0,0,3,3,2,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,116000.0,0
6000,6,1926,2004,884,904,1,1,4,0,0.0,1926.0,0,0,4,3,3,3,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119000.0,0
4280,5,1913,2002,440,694,1,1,4,1,0.0,1990.0,365,0,3,4,3,4,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90350.0,0
12354,6,1920,2000,684,1196,2,1,7,0,0.0,2005.0,0,46,3,4,3,3,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000.0,0
15431,10,2008,2008,3094,2402,3,2,10,2,200.0,2008.0,1767,72,5,5,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,555000.0,1
12108,4,1955,1955,1440,1440,0,2,8,0,270.0,1980.0,133,0,3,2,3,0,0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118000.0,0
6240,5,1930,1992,1078,1573,2,2,8,1,0.0,1930.0,0,0,3,3,3,3,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,162900.0,0
3922,7,2006,2007,1258,1258,3,2,6,1,72.0,2007.0,0,16,4,4,5,3,4,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,172500.0,1
8750,7,1994,1995,915,1908,2,2,8,1,0.0,1994.0,642,133,4,4,4,3,3,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,210000.0,1
9855,6,1956,1956,1436,1689,2,1,7,1,0.0,1956.0,0,0,3,3,3,3,4,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127500.0,0
16492,6,1966,2002,1517,1888,2,2,6,1,0.0,1966.0,247,0,4,4,3,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,190000.0,1
11214,7,1998,1999,930,1886,2,2,10,1,0.0,1998.0,0,0,4,4,4,3,3,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,199900.0,1
8600,6,1937,1950,780,1376,1,2,7,1,0.0,1937.0,0,0,3,3,3,3,4,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119500.0,0
6000,3,1948,2002,649,1183,1,1,6,0,0.0,1981.0,331,176,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,120000.0,0
5684,6,1930,2005,813,813,1,1,5,0,0.0,1932.0,0,113,3,4,3,2,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,110000.0,0
70761,7,1975,1975,1533,1533,2,2,5,2,0.0,1975.0,655,54,3,4,4,3,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,280000.0,1
9303,6,1996,1997,872,1756,2,2,7,0,42.0,1996.0,742,122,4,3,5,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,204000.0,1
9000,8,2008,2008,768,1590,2,2,6,0,0.0,2008.0,0,30,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,210000.0,1
9297,5,1976,1976,1728,1728,2,2,8,0,0.0,1976.0,1606,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,188000.0,1
9600,7,1973,1973,1242,1242,2,1,6,1,320.0,1973.0,916,0,3,3,3,3,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,175500.0,1
4571,5,1916,1950,624,1344,3,1,7,0,0.0,1916.0,0,0,3,3,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,98000.0,0
53227,4,1954,1994,1364,1663,2,1,6,2,0.0,1954.0,1116,137,3,4,4,3,4,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,256000.0,1
5100,8,1925,1996,588,1666,1,1,7,1,0.0,1925.0,0,63,3,4,3,3,4,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,161000.0,0
7015,5,1950,1950,709,1203,1,1,5,1,161.0,1950.0,185,0,3,4,3,3,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000.0,0
8004,8,2009,2009,832,1935,2,2,8,0,110.0,2009.0,544,150,4,3,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,263435.0,1
7200,7,1936,2007,560,1135,2,1,6,0,0.0,1971.0,350,0,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,155000.0,0
8281,5,1965,1965,864,864,1,1,5,1,0.0,1965.0,553,0,3,3,3,3,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,62383.0,0
11988,6,1934,1995,715,1660,1,1,6,1,0.0,1939.0,326,0,3,3,3,3,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188700.0,1
8430,5,1978,1978,1040,1040,0,2,5,0,136.0,1980.0,616,0,3,3,4,0,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124000.0,0
3072,7,2004,2004,1375,1414,2,2,6,1,18.0,2004.0,0,20,4,4,4,3,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,178740.0,1
10628,7,1970,1970,1277,1277,2,1,5,1,0.0,1970.0,778,0,3,3,3,3,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,167000.0,1
9480,5,1942,1995,728,1644,1,1,7,2,224.0,1942.0,386,0,3,4,3,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,146500.0,0
11428,8,2006,2006,1626,1634,3,2,7,1,248.0,2006.0,0,44,4,4,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,250000.0,1
9291,6,1993,1993,832,1710,2,2,7,0,120.0,1993.0,426,70,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,187000.0,1
6820,8,1985,1985,1488,1502,2,1,4,0,0.0,1985.0,368,54,4,4,4,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,212000.0,1
11952,7,1977,1977,808,1969,2,2,8,1,0.0,1977.0,0,0,3,3,4,3,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,190000.0,1
3675,6,2005,2005,547,1072,2,1,5,0,80.0,2005.0,459,28,3,3,4,3,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148000.0,0
14977,8,2006,2007,1976,1976,3,2,7,1,304.0,2006.0,1350,63,4,4,5,3,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,440000.0,1
5330,8,2000,2000,1494,1652,2,2,6,0,0.0,2000.0,1196,48,4,5,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,251000.0,1
8480,5,1963,1963,970,970,2,1,5,0,0.0,1996.0,630,24,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132500.0,0
13125,6,1997,1998,1478,1493,2,2,7,1,215.0,1997.0,994,39,3,4,4,3,3,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208900.0,1
13693,9,2006,2006,2153,2643,3,2,9,1,772.0,2006.0,0,84,5,5,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,380000.0,1
10637,8,2007,2008,1705,1718,3,2,7,1,336.0,2007.0,1288,44,4,4,5,3,4,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,297000.0,1
5925,4,1937,2000,907,1131,2,1,7,0,435.0,1995.0,168,72,3,3,2,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,89471.0,0
16033,9,2004,2005,1833,1850,3,2,8,1,378.0,2004.0,1261,112,4,4,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,326000.0,1
11846,9,2003,2004,1792,1792,3,2,6,1,562.0,2003.0,1567,49,4,5,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,374000.0,1
2500,7,1915,2005,910,1826,1,1,7,1,0.0,1915.0,299,0,4,5,3,2,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,155000.0,0
4500,6,1998,1998,1216,1216,2,2,5,0,116.0,1998.0,897,125,3,3,5,3,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,164000.0,1
7758,5,1962,2001,999,999,1,1,6,0,0.0,1963.0,588,132,3,4,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132500.0,0
9600,5,1950,2007,1113,1113,1,1,5,1,0.0,1950.0,607,80,4,4,3,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,147000.0,0
10289,5,1965,1965,1073,1073,2,1,6,0,168.0,1965.0,836,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,156000.0,0
12243,5,1971,1971,1484,1484,2,2,7,1,0.0,1971.0,998,0,3,3,4,3,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,175000.0,1
10800,5,1900,1970,954,2414,2,2,10,1,0.0,1970.0,664,0,3,3,3,3,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,160000.0,0
1526,4,1970,2002,630,630,1,1,3,0,0.0,1970.0,515,0,3,4,4,3,0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86000.0,0
2665,5,1976,1976,264,1304,1,1,4,1,0.0,1976.0,0,24,3,3,4,3,4,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115000.0,0
9490,6,1941,1950,806,1578,1,1,5,2,0.0,1941.0,403,0,3,2,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,133000.0,0
15578,6,2006,2006,728,1456,2,2,8,0,0.0,2006.0,0,0,4,3,4,3,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,172785.0,1
7931,5,1960,1960,1269,1269,1,1,6,1,0.0,1964.0,374,0,3,3,3,3,2,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,155000.0,0
5784,5,1938,1996,190,886,1,1,4,0,0.0,1938.0,0,20,3,3,2,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,91300.0,0
7879,4,1920,1950,720,720,0,1,4,0,0.0,1980.0,495,523,3,3,3,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34900.0,0
12692,8,1992,1993,3200,3228,2,3,10,1,0.0,1992.0,1231,75,4,4,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,430000.0,1
9120,7,1925,1950,1026,1820,1,2,8,0,0.0,1925.0,329,100,3,3,3,3,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184000.0,1
7800,5,1967,2004,864,899,1,1,5,0,89.0,1967.0,450,0,3,4,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,130000.0,0
7535,5,1958,1985,912,912,1,1,5,0,0.0,1958.0,111,285,3,3,3,3,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,120000.0,0
1890,6,1973,1973,672,1218,1,1,7,0,285.0,1973.0,356,28,3,3,3,3,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113000.0,0
9803,7,2005,2005,866,1768,2,2,7,0,0.0,2005.0,400,108,4,4,4,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,226700.0,1
9170,5,1965,1965,1214,1214,2,1,6,0,0.0,1965.0,698,0,3,3,3,2,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000.0,0
15602,7,1959,1997,1501,1801,2,2,6,2,0.0,1959.0,1247,54,3,3,3,3,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,289000.0,1
2308,6,1974,1974,855,1322,2,2,6,1,0.0,1974.0,257,0,3,3,3,3,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,147000.0,0
7596,5,1952,1952,960,1960,2,2,10,0,360.0,1952.0,0,0,3,3,3,3,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,124500.0,0
9554,8,1993,1994,777,1911,2,2,8,1,125.0,1993.0,380,81,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,215000.0,1
7862,6,2009,2009,1218,1218,2,2,4,0,0.0,2009.0,27,102,4,4,4,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,208300.0,1
9600,7,1928,2005,689,1378,2,2,7,1,0.0,1928.0,141,0,3,4,3,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,161000.0,0
9600,5,1959,1959,1041,1041,1,1,6,0,132.0,1959.0,991,88,3,3,3,3,0,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,124500.0,0
14559,5,1951,2000,1008,1363,1,1,6,2,70.0,1951.0,650,42,4,3,3,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,164900.0,1
6792,7,2005,2006,1368,1368,2,2,6,1,94.0,2005.0,0,35,4,4,4,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,202665.0,1
9100,5,1958,1958,864,864,2,1,5,0,0.0,1964.0,521,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,129900.0,0
9187,6,1983,1983,1084,1080,2,1,5,0,0.0,1983.0,336,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,134000.0,0
10594,5,1926,1950,768,789,1,1,5,0,0.0,1926.0,0,0,3,3,3,1,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96500.0,0
12220,10,2009,2009,2006,2020,3,2,9,1,305.0,2009.0,1436,54,5,5,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,402861.0,1
10448,6,1972,1972,689,2119,2,2,7,1,333.0,1972.0,0,104,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,158000.0,0
10208,7,1996,1997,1264,2344,3,2,7,1,921.0,1996.0,0,0,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,265000.0,1
9531,6,1998,1998,794,1796,2,2,7,0,0.0,1998.0,706,36,3,3,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211000.0,1
10918,7,1926,2004,1276,2080,1,1,9,2,0.0,1926.0,0,0,4,4,4,3,4,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,234000.0,1
10800,4,1900,2000,0,1294,0,2,7,0,0.0,1980.0,0,114,3,3,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,106250.0,0
11988,6,1957,1957,1244,1244,1,1,6,2,0.0,1957.0,777,40,3,3,3,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,150000.0,0
5000,6,1947,1950,1004,1664,2,2,7,2,0.0,1950.0,399,24,3,3,3,3,4,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159000.0,0
40094,10,2007,2008,3138,4676,3,3,11,1,762.0,2007.0,2260,406,5,5,5,3,4,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184750.0,1
11787,7,1996,1997,1379,2398,3,2,8,1,594.0,1996.0,719,60,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,315750.0,1
7500,7,2005,2005,1257,1266,2,2,6,1,0.0,2005.0,0,144,4,4,4,3,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,176000.0,1
13300,5,1956,2000,928,928,1,1,4,0,0.0,1956.0,377,0,3,3,4,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,132000.0,0
14948,9,2008,2008,1452,2713,3,2,11,1,268.0,2008.0,1330,66,5,5,5,3,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,446261.0,1
9098,4,1920,2002,528,605,0,1,5,0,0.0,1980.0,348,0,3,3,3,0,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86000.0,0
32668,6,1957,1975,2035,2515,2,3,9,2,0.0,1975.0,1219,0,4,3,3,3,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200624.0,1
10200,6,1988,1989,1461,1509,2,2,5,1,219.0,1988.0,783,0,4,4,4,3,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175000.0,1
6155,6,1920,1999,611,1362,2,2,6,0,0.0,1920.0,0,0,3,3,2,3,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128000.0,0
7200,5,1955,2007,0,827,1,1,5,1,0.0,1967.0,0,0,3,3,0,3,1,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,107500.0,0
5000,1,1946,1950,0,334,0,1,2,0,0.0,1980.0,0,0,2,2,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39300.0,0
9056,8,2004,2004,707,1414,2,2,6,1,0.0,2004.0,0,35,4,4,5,3,4,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,178000.0,1
7000,5,1910,1991,1117,1347,0,1,5,0,0.0,1980.0,969,0,3,3,4,0,0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,107500.0,0
8924,7,1998,1999,880,1724,2,2,8,0,0.0,1998.0,0,155,3,4,4,3,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188000.0,1
12735,4,1972,1972,864,864,2,1,5,0,0.0,1980.0,600,0,3,3,3,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,111250.0,0
